idx,symbol,price_1,qty_ratio_1,price_2,qty_ratio_2,price_3,qty_ratio_3,qty_total,price_item_count,future_buy_price,future_sell_price
17045,5478,80.06,0.2287,83.2,0.3035,85.06,0.1327,1417,72,83.8,82.4
17046,5478,81.06,0.1358,83.36,0.4662,85.12,0.1153,1362,57,83.6,83.3
17047,5481,20.47,0.2112,20.88,0.249,21.45,0.145,1193,30,20.7,19.7
17048,5481,20.04,0.2987,20.45,0.2505,20.86,0.172,1058,26,20.5,19.45
17049,5481,19.7,0.3677,20.06,0.2799,20.47,0.1852,1436,24,20.25,19.6
17050,5481,19.69,0.4357,20.01,0.3552,20.25,0.1062,1478,23,20.05,19.7
17051,5481,19.69,0.5844,19.96,0.1696,20.16,0.1032,1386,19,20.3,18.3
17052,5481,19.66,0.3513,19.91,0.2929,20.17,0.0561,874,18,19.95,18.0
17053,5481,18.44,0.21,19.05,0.153,19.77,0.3232,1281,37,18.6,17.6
17054,5481,18.28,0.3559,19.03,0.1466,19.78,0.1295,1405,44,18.5,17.2
17055,5481,18.02,0.281,18.41,0.356,19.29,0.1071,1587,43,18.2,17.1
17056,5481,17.44,0.1299,17.84,0.1782,18.24,0.3629,1386,29,17.95,17.3
17057,5481,17.26,0.3246,17.67,0.2446,18.17,0.1189,1337,29,18.3,17.9
17058,5481,17.25,0.292,17.62,0.2013,18.02,0.1701,1346,25,19.1,18.25
17059,5481,17.29,0.2351,17.99,0.2023,18.64,0.2585,1493,39,18.8,18.35
17060,5483,124.04,0.2527,126.82,0.2516,129.71,0.1473,35046,20,128.0,123.0
17061,5483,124.27,0.2368,126.99,0.262,129.71,0.1295,39865,20,127.0,121.5
17062,5483,117.22,0.128,122.91,0.2941,125.61,0.1752,27923,26,118.0,104.5
17063,5483,115.75,0.394,117.89,0.21,122.86,0.2406,29643,22,114.0,106.0
17064,5483,108.36,0.1714,116.22,0.4195,121.32,0.071,37507,40,111.0,107.5
17065,5483,106.72,0.1913,109.74,0.4172,116.0,0.253,37716,28,117.5,112.5
17066,5483,107.26,0.1468,110.15,0.4119,115.55,0.0447,47029,27,116.5,114.5
17067,5483,108.21,0.1588,110.42,0.3117,115.03,0.2285,47046,24,118.0,111.5
17068,5483,110.12,0.2002,114.19,0.2881,116.27,0.319,43329,22,114.5,112.5
17069,5484,6.31,0.1507,6.51,0.4995,6.74,0.113,929,35,6.4,6.23
17070,5484,6.22,0.0893,6.32,0.1775,6.5,0.5179,896,34,6.35,6.24
17071,5484,6.22,0.1619,6.31,0.4048,6.46,0.2319,457,28,6.37,6.26
17072,5484,6.19,0.1111,6.25,0.1802,6.33,0.3123,333,20,6.41,6.37
17073,5484,6.32,0.2377,6.48,0.2745,6.55,0.1422,408,28,6.56,6.33
17074,5484,6.36,0.1178,6.48,0.3342,6.55,0.1863,365,26,6.46,6.0
17075,5484,6.37,0.0634,6.48,0.3516,6.55,0.196,347,24,6.3,5.91
17076,5484,6.05,0.4238,6.33,0.0949,6.5,0.1148,453,39,6.1,6.0
17077,5484,5.99,0.209,6.1,0.1086,6.33,0.0779,488,33,6.07,5.97
17078,5484,5.99,0.2837,6.08,0.2321,6.2,0.0675,504,28,6.06,6.0
17079,5487,29.54,0.1011,30.31,0.0562,30.84,0.6854,89,19,30.9,30.8
17080,5488,8.12,0.2547,8.19,0.2509,8.25,0.0824,267,19,8.22,8.14
17081,5488,8.01,0.4728,8.08,0.1667,8.21,0.1282,624,27,8.22,8.03
17082,5488,8.02,0.439,8.1,0.1592,8.21,0.0878,672,26,8.13,8.0
17083,5488,8.01,0.4454,8.08,0.1445,8.2,0.0672,595,19,8.1,7.93
17084,5490,33.21,0.3072,33.72,0.2295,34.81,0.1073,1351,47,33.1,31.15
17085,5490,32.23,0.361,33.41,0.3272,34.07,0.0594,1363,48,31.65,30.7
17086,5490,31.42,0.2368,32.23,0.3913,33.2,0.1656,1081,39,32.5,31.2
17087,5490,31.41,0.3153,32.13,0.3739,32.48,0.1793,1110,43,31.85,31.35
17088,5490,31.2,0.2367,31.48,0.5185,32.05,0.0424,731,26,31.6,31.7
17089,5490,31.29,0.3143,31.55,0.3178,32.12,0.0535,579,25,34.5,33.1
17090,5490,31.51,0.1338,33.48,0.0365,34.46,0.6533,2302,52,34.55,31.6
17091,5490,31.67,0.0416,33.62,0.2197,34.48,0.423,4064,50,33.25,30.9
17092,5490,32.39,0.0644,33.58,0.2308,34.48,0.3748,4611,58,32.45,31.2
17093,5490,31.71,0.0771,33.17,0.2457,33.96,0.2467,3113,69,32.55,31.2
17094,5490,31.39,0.213,32.13,0.173,32.81,0.1594,1324,48,31.8,31.25
17095,5490,31.27,0.4035,31.6,0.2772,32.16,0.0491,855,33,31.75,31.5
17096,5490,31.34,0.4105,31.59,0.3021,32.05,0.064,609,24,31.8,31.7
17097,5508,31.98,0.3842,32.5,0.1397,32.96,0.0966,859,25,32.15,31.05
17098,5508,31.99,0.5405,32.37,0.1101,32.67,0.1089,790,22,32.0,31.4
17099,5508,31.38,0.1813,31.67,0.1261,32.03,0.4335,1015,26,31.7,31.6
17100,5508,31.35,0.2843,31.62,0.2763,32.02,0.1874,619,21,31.8,31.75
17101,5511,19.16,0.2545,19.41,0.1272,20.46,0.3801,613,22,19.5,19.1
17102,5521,9.86,0.1488,9.98,0.1905,10.2,0.3311,3549,26,9.93,8.57
17103,5521,9.32,0.2909,9.55,0.1388,9.96,0.2096,7253,78,9.16,8.71
17104,5521,8.8,0.1513,9.37,0.2049,9.91,0.1875,12427,130,9.15,8.91
17105,5521,8.64,0.1768,8.93,0.3033,9.41,0.2244,12120,121,9.05,9.0
17106,5521,8.62,0.2044,8.85,0.1518,9.0,0.2207,8563,59,9.3,9.15
17107,5521,8.82,0.1786,9.01,0.2936,9.21,0.1633,4244,57,9.29,9.1
17108,5521,9.01,0.2705,9.18,0.2324,9.25,0.2594,2810,36,9.23,9.12
17109,5522,31.92,0.2755,32.3,0.103,32.58,0.4586,2185,24,32.3,31.95
17110,5522,31.92,0.308,32.25,0.2927,32.53,0.2499,1961,22,32.25,31.85
17111,5523,9.7,0.2822,9.81,0.1992,9.94,0.11,482,38,9.75,9.63
17112,5523,9.69,0.3528,9.8,0.2437,9.91,0.2132,394,36,9.7,9.71
17113,5523,9.63,0.2011,9.7,0.4783,9.81,0.0435,184,18,9.84,9.66
17114,5523,9.55,0.1346,9.73,0.1058,9.9,0.3077,104,19,9.71,9.5
17115,5523,9.56,0.3695,9.72,0.0739,9.9,0.1626,203,23,9.6,9.5
17116,5525,21.22,0.1379,21.71,0.1823,22.0,0.2878,834,27,21.9,21.15
17117,5525,21.29,0.1944,21.56,0.3168,21.96,0.2093,1209,22,21.6,21.0
17118,5529,7.72,0.3515,7.82,0.2727,8.02,0.0848,165,19,8.0,7.66
17119,5529,7.72,0.5389,7.82,0.2487,7.99,0.0881,193,22,7.9,7.59
17120,5529,7.21,0.395,7.48,0.2101,7.86,0.0294,238,21,7.39,7.2
17121,5529,7.21,0.4768,7.47,0.2869,7.86,0.0338,237,22,7.28,7.28
17122,5529,7.2,0.2063,7.47,0.5714,7.86,0.0556,126,20,7.38,7.3
17123,5530,59.68,0.2493,60.41,0.2676,60.92,0.2035,1091,22,59.6,57.0
17124,5530,58.31,0.049,59.49,0.3445,60.28,0.1478,1103,27,59.1,57.3
17125,5530,57.36,0.2177,58.26,0.074,59.57,0.3338,1378,32,58.0,58.0
17126,5530,57.28,0.2444,57.99,0.2209,59.28,0.1053,1064,26,59.0,58.1
17127,5530,57.26,0.2748,57.85,0.3203,58.58,0.1649,946,22,58.8,58.1
17128,5530,57.72,0.2038,58.16,0.2152,58.55,0.3733,525,18,58.8,58.8
17129,5531,12.33,0.1171,12.63,0.3831,12.82,0.2351,4083,19,12.8,12.4
17130,5531,12.61,0.1624,12.97,0.31,13.19,0.3407,6258,19,13.1,12.55
17131,5531,12.71,0.2572,12.96,0.2631,13.19,0.2629,8111,19,12.85,12.45
17132,5531,12.03,0.3136,12.39,0.1041,12.67,0.2079,3160,20,12.2,11.95
17133,5531,12.01,0.482,12.36,0.0958,12.69,0.1022,3415,20,12.15,11.9
17134,5534,93.77,0.1501,95.05,0.3767,96.24,0.1911,3584,37,94.7,93.7
17135,5534,93.61,0.3149,94.94,0.3758,95.79,0.0877,3728,44,95.2,93.3
17136,5534,93.21,0.1487,93.91,0.3642,94.72,0.3264,3416,38,94.8,93.5
17137,5534,93.05,0.0965,93.84,0.4123,94.47,0.2975,2571,29,94.5,93.0
17138,5534,93.58,0.0613,94.0,0.4605,94.53,0.2232,1859,19,93.9,91.0
17139,5534,93.24,0.2944,93.94,0.4651,94.39,0.0618,1488,19,93.1,91.0
17140,5534,91.58,0.2675,92.31,0.2808,93.53,0.0726,2699,36,92.9,91.6
17141,5534,91.51,0.2582,92.22,0.2198,93.15,0.1683,2703,26,92.9,91.3
17142,5534,91.46,0.1977,92.08,0.2042,92.61,0.2339,2792,22,92.5,91.5
17143,5534,91.49,0.0752,92.01,0.4506,92.63,0.1413,2208,20,93.5,92.3
17144,5534,92.0,0.6217,92.46,0.2124,92.9,0.0868,3225,23,94.1,91.8
17145,5534,92.0,0.5305,92.58,0.2868,93.54,0.066,3891,29,93.3,91.9
17146,5534,92.07,0.4353,92.59,0.3582,93.51,0.0586,3889,27,93.4,92.3
17147,5536,236.31,0.0552,239.25,0.3926,241.31,0.2951,1559,20,241.0,198.5
17148,5536,200.56,0.2553,237.49,0.1909,240.14,0.1992,3122,25,199.0,191.0
17149,5536,193.41,0.1674,200.47,0.3294,238.5,0.2236,3394,38,194.0,191.5
17150,5536,192.26,0.2169,194.31,0.1853,200.49,0.3429,2660,27,194.5,190.0
17151,5536,191.88,0.2967,193.68,0.4577,197.33,0.0175,1547,18,194.5,189.0
17152,5536,184.97,0.0783,189.52,0.5126,191.96,0.2083,792,23,186.5,185.5
17153,5536,183.95,0.2284,187.43,0.0875,189.84,0.3645,823,20,195.5,201.5
17154,5536,184.44,0.2533,189.26,0.3361,193.36,0.0885,1074,28,208.0,205.0
17155,5536,184.74,0.1369,191.58,0.1039,205.42,0.4261,2002,41,209.5,206.0
17156,5536,190.48,0.0962,203.74,0.2451,206.91,0.514,2183,37,209.0,208.0
17157,5538,41.09,0.6068,42.17,0.0342,42.98,0.1453,117,22,43.0,40.5
17158,5538,41.1,0.4265,42.24,0.0735,42.99,0.2794,68,20,42.5,40.95
17159,5538,41.11,0.3467,42.26,0.0933,42.98,0.32,75,29,41.0,40.6
17160,5538,40.01,0.5128,40.8,0.1538,41.64,0.0513,117,20,41.0,40.65
17161,5538,40.01,0.4545,40.85,0.2955,41.67,0.0303,132,19,40.65,41.15
17162,5604,29.76,0.1667,30.39,0.175,30.99,0.1167,120,21,30.0,30.0
17163,5608,7.35,0.0459,7.59,0.1789,7.75,0.4101,10899,49,7.56,7.39
17164,5608,7.48,0.1249,7.65,0.3883,7.78,0.2506,10776,51,7.46,7.37
17165,5608,7.4,0.2346,7.45,0.1822,7.57,0.3637,1449,23,7.49,7.37
17166,5608,7.4,0.5195,7.45,0.2471,7.56,0.024,874,18,7.44,7.36
17167,5608,7.27,0.1306,7.32,0.138,7.39,0.4127,819,20,7.3,7.11
17168,5608,7.26,0.2962,7.31,0.2601,7.4,0.1072,746,20,7.28,7.08
17169,5608,7.17,0.2048,7.26,0.3392,7.32,0.228,1079,30,7.22,7.18
17170,5608,7.13,0.203,7.19,0.3259,7.27,0.1923,1123,22,7.35,7.13
17171,5608,7.13,0.2107,7.19,0.4039,7.28,0.1174,1082,23,7.28,7.19
17172,5608,7.12,0.1825,7.19,0.5084,7.29,0.1153,893,22,7.26,7.22
17173,5608,7.19,0.3569,7.24,0.3779,7.3,0.0235,807,18,7.36,7.21
17174,5820,9.1,0.2012,9.15,0.1763,9.3,0.4407,7936,29,9.2,9.05
17175,5820,9.11,0.3296,9.16,0.235,9.3,0.2674,6912,29,9.15,9.11
17176,5820,9.09,0.2673,9.14,0.3782,9.26,0.1007,6864,25,9.13,9.13
17177,5820,9.0,0.3168,9.03,0.2843,9.1,0.0883,4041,18,9.0,8.95
17178,5820,8.92,0.1187,8.99,0.2565,9.03,0.2521,4557,20,9.01,9.05
17179,5820,8.92,0.152,8.98,0.2189,9.09,0.2009,3559,19,9.09,9.04
17180,5871,99.23,0.0985,100.88,0.5546,101.62,0.4908,17718,21,100.5,97.1
17181,5871,98.98,0.2421,99.74,0.1519,101.22,0.2136,15908,22,99.8,94.7
17182,5871,97.35,0.1528,98.98,0.2535,99.75,0.159,15193,27,98.2,95.3
17183,5871,95.46,0.2467,97.3,0.2806,99.53,0.2734,15454,55,97.1,94.8
17184,5871,95.37,0.243,96.35,0.1617,97.35,0.3004,12069,36,96.9,93.7
17185,5871,95.24,0.3462,96.13,0.2072,97.23,0.1089,13374,36,95.8,94.5
17186,5871,94.06,0.1966,95.1,0.342,96.26,0.2315,10069,35,97.9,97.6
17187,5871,94.08,0.1776,95.22,0.3269,97.06,0.1084,11466,43,99.9,97.2
17188,5871,94.63,0.1702,97.36,0.1789,98.88,0.2507,12230,60,99.2,97.2
17189,5871,95.46,0.0427,97.59,0.4235,98.9,0.2397,12146,52,99.6,99.2
17190,5878,44.4,0.115,47.0,0.2743,47.37,0.2212,113,18,44.35,44.3
17191,5904,326.5,0.5793,332.27,0.069,337.22,0.0621,145,21,340.0,335.0
17192,5904,329.56,0.1562,335.25,0.2656,339.46,0.1562,64,18,339.0,336.5
17193,5906,19.19,0.2759,19.66,0.1586,20.37,0.1172,145,21,19.35,18.6
17194,5906,18.66,0.1016,19.23,0.2891,19.62,0.1484,128,20,19.35,18.0
17195,5906,18.14,0.1613,18.62,0.3226,19.21,0.0806,62,18,18.45,18.0
17196,5906,16.64,0.2031,17.22,0.4375,17.92,0.1406,128,18,17.1,16.55
17197,5907,32.38,0.1091,32.92,0.2965,33.37,0.2162,4759,36,32.95,32.3
17198,5907,31.94,0.0953,32.61,0.2675,33.24,0.1813,5917,43,33.1,31.85
17199,5907,31.84,0.0894,32.48,0.2557,32.87,0.276,4967,33,32.6,32.3
17200,5907,31.89,0.1199,32.45,0.182,32.89,0.2356,4605,33,33.0,31.8
17201,5907,32.09,0.0868,32.54,0.1518,32.91,0.3645,3492,26,32.65,30.75
17202,5907,32.03,0.148,32.44,0.2825,32.84,0.195,2825,25,32.1,30.75
17203,5907,31.15,0.157,31.73,0.0997,32.62,0.2477,3440,45,31.8,30.4
17204,5907,31.17,0.2185,31.67,0.17,32.38,0.2087,2870,38,31.7,29.8
17205,5907,30.73,0.0713,31.21,0.4146,31.64,0.2007,2875,35,30.7,30.05
17206,5907,30.18,0.3524,30.66,0.0947,31.33,0.2355,3388,41,30.65,30.25
17207,5907,30.16,0.4306,30.48,0.2827,31.19,0.1346,4064,39,31.9,30.7
17208,5907,30.2,0.4701,30.64,0.2198,31.56,0.0693,4344,42,31.5,30.65
17209,5907,30.36,0.2643,30.9,0.2539,31.56,0.0725,3435,38,31.5,31.25
17210,6015,7.47,0.0689,7.57,0.1716,7.61,0.4383,915,21,7.48,7.38
17211,6015,7.43,0.0909,7.48,0.1427,7.58,0.2462,715,21,7.45,7.38
17212,6015,7.3,0.14,7.37,0.1956,7.41,0.4213,864,19,7.3,7.23
17213,6015,7.3,0.3529,7.37,0.1532,7.42,0.163,816,19,7.36,7.25
17214,6015,7.27,0.3733,7.39,0.0717,7.95,0.1702,2009,24,6.93,6.85
17215,6015,6.82,0.1963,7.3,0.2663,7.95,0.1468,2343,35,6.91,6.8
17216,6015,6.84,0.1678,7.3,0.2423,7.95,0.159,2163,35,6.88,6.84
17217,6016,8.1,0.2993,8.19,0.1728,8.24,0.2231,1470,18,8.13,8.03
17218,6016,8.1,0.4601,8.19,0.2005,8.25,0.0734,1267,19,8.1,8.07
17219,6016,7.99,0.1164,8.03,0.1657,8.1,0.4758,1177,20,8.03,7.91
17220,6016,7.99,0.3622,8.03,0.1855,8.1,0.2544,1132,21,8.0,7.85
17221,6016,7.94,0.1707,7.99,0.4537,8.06,0.0355,1435,21,8.0,7.82
17222,6016,7.9,0.149,7.94,0.2584,7.99,0.4302,1362,18,7.89,7.88
17223,6021,8.73,0.1663,9.0,0.3092,9.09,0.2165,896,26,8.7,8.57
17224,6021,8.55,0.1809,8.73,0.25,9.01,0.3138,940,34,8.7,8.48
17225,6021,8.53,0.1908,8.6,0.2486,8.73,0.2153,692,23,8.58,8.55
17226,6021,8.51,0.2549,8.59,0.2582,8.69,0.1062,612,20,8.6,8.51
17227,6021,8.35,0.1397,8.43,0.1453,8.5,0.2328,537,20,8.4,8.26
17228,6021,8.28,0.1952,8.34,0.2968,8.41,0.3209,374,19,8.35,8.41
17229,6021,8.29,0.507,8.34,0.2231,8.41,0.1285,856,19,8.57,8.39
17230,6021,8.3,0.5239,8.38,0.1595,8.51,0.09,878,29,8.52,8.42
17231,6021,8.3,0.4773,8.41,0.1447,8.51,0.0981,836,28,8.54,8.53
17232,6023,42.38,0.2764,42.73,0.2276,43.03,0.0935,246,20,42.05,41.95
17233,6023,41.97,0.189,42.39,0.2677,42.72,0.1496,254,20,42.3,41.85
17234,6023,41.31,0.5652,41.76,0.1087,42.58,0.0174,230,18,41.95,41.6
17235,6024,64.17,0.2867,64.92,0.1715,65.39,0.2401,729,19,64.4,62.8
17236,6024,64.09,0.4631,64.66,0.0751,65.42,0.1113,719,21,63.7,63.1
17237,6024,63.13,0.1692,63.96,0.2909,64.34,0.2338,928,22,64.2,63.6
17238,6024,61.27,0.2943,62.56,0.1932,63.36,0.325,1237,34,60.4,59.1
17239,6024,57.89,0.234,59.59,0.1725,62.2,0.0963,2586,62,60.2,59.6
17240,6024,57.89,0.2168,59.63,0.2752,61.92,0.1018,2791,61,60.2,59.9
17241,6024,57.42,0.0935,58.46,0.1328,59.82,0.3864,2448,36,61.6,60.9
17242,6024,59.6,0.2809,60.05,0.44,61.01,0.0827,1125,26,61.4,61.0
17243,6026,11.53,0.3234,12.7,0.3012,14.09,0.2252,8158,33,11.4,10.95
17244,6026,11.33,0.3712,12.12,0.0856,12.78,0.3507,7731,41,11.25,10.95
17245,6026,11.02,0.2473,11.47,0.4571,12.26,0.079,5935,36,11.2,11.0
17246,6101,50.56,0.1307,51.55,0.219,52.21,0.2124,306,24,52.0,49.1
17247,6101,48.03,0.2575,50.14,0.1277,51.62,0.2774,501,46,53.3,48.75
17248,6101,48.03,0.2818,50.04,0.1436,51.64,0.2709,550,55,49.65,49.4
17249,6101,47.91,0.318,49.17,0.1264,51.57,0.2222,522,61,53.3,49.05
17250,6101,49.25,0.1408,51.19,0.2338,52.34,0.2423,355,44,50.5,48.8
17251,6101,49.21,0.2605,50.34,0.1527,52.18,0.2964,334,43,49.95,48.7
17252,6101,49.22,0.3075,50.33,0.1283,52.18,0.2647,374,43,49.5,46.8
17253,6101,49.05,0.3529,49.44,0.2,50.33,0.098,255,24,49.1,45.0
17254,6101,47.37,0.1579,48.12,0.0757,49.13,0.2599,304,40,48.95,46.0
17255,6101,45.57,0.2481,47.38,0.1975,48.96,0.1215,395,59,48.0,47.0
17256,6101,45.73,0.2703,47.29,0.2095,48.38,0.0653,444,63,47.7,46.5
17257,6101,45.41,0.2614,46.17,0.2432,47.41,0.1155,329,45,47.6,48.0
17258,6101,46.16,0.1497,47.0,0.2834,47.7,0.2406,187,27,51.7,52.5
17259,6104,30.81,0.2008,31.32,0.1429,32.01,0.3789,483,30,31.4,31.0
17260,6104,30.83,0.2434,31.28,0.2367,31.96,0.2301,452,28,31.9,31.1
17261,6104,30.55,0.086,30.97,0.2186,31.32,0.314,430,22,31.8,31.35
17262,6104,31.35,0.2844,31.7,0.2599,32.22,0.0367,327,20,31.95,30.6
17263,6104,31.08,0.1576,31.46,0.3095,31.83,0.1261,349,24,30.95,29.9
17264,6104,30.73,0.3272,31.1,0.1571,31.68,0.3272,382,28,31.0,29.7
17265,6104,30.17,0.1154,30.65,0.4159,31.28,0.0817,416,34,30.25,29.8
17266,6104,29.87,0.3048,30.39,0.1171,30.74,0.2361,538,26,30.5,31.5
17267,6104,29.86,0.2492,30.21,0.1922,30.5,0.2462,666,20,32.95,31.15
17268,6104,30.08,0.1269,31.85,0.1162,32.4,0.3801,1489,41,32.8,32.0
17269,6104,30.28,0.1048,31.79,0.1831,32.39,0.4298,2157,43,33.0,33.6
17270,6108,22.97,0.1405,23.62,0.2793,24.06,0.3098,2263,38,24.65,22.45
17271,6108,23.13,0.0244,23.7,0.8007,24.15,0.0882,10856,35,23.6,22.3
17272,6108,22.45,0.3849,23.17,0.0505,23.77,0.4547,19432,41,23.3,22.45
17273,6108,22.46,0.4116,23.08,0.0652,23.74,0.4451,18278,45,23.1,21.85
17274,6108,22.46,0.7702,22.96,0.0745,23.31,0.0312,9873,25,22.85,21.9
17275,6108,22.1,0.0712,22.66,0.3386,22.99,0.2554,1335,28,22.5,21.5
17276,6108,22.01,0.2946,22.46,0.1783,22.78,0.1975,886,24,22.3,21.45
17277,6108,21.68,0.0955,21.99,0.3965,22.38,0.1462,691,26,22.3,21.5
17278,6111,101.59,0.3004,105.63,0.4159,113.67,0.054,6501,45,105.5,104.0
17279,6111,100.3,0.1744,102.49,0.4018,105.06,0.1717,4042,22,113.5,104.0
17280,6111,103.15,0.2767,109.56,0.1743,112.89,0.1842,3007,27,110.5,106.0
17281,6111,104.74,0.2489,108.88,0.1729,112.58,0.1264,4384,25,108.5,108.0
17282,6111,105.82,0.2231,108.85,0.195,112.58,0.1083,4442,20,111.0,103.0
17283,6111,103.92,0.1005,107.76,0.3481,110.89,0.1703,2367,21,107.0,98.1
17284,6111,103.37,0.2539,108.24,0.2659,111.21,0.2049,2426,31,104.0,97.2
17285,6111,100.15,0.2181,104.41,0.3433,110.88,0.1472,2453,42,104.0,100.0
17286,6111,98.91,0.1,101.87,0.4015,104.55,0.2493,2339,43,104.0,102.5
17287,6111,98.42,0.1519,100.27,0.3215,102.33,0.4086,1975,37,106.5,102.0
17288,6111,98.65,0.1234,101.93,0.3873,104.8,0.2983,1686,42,105.0,105.0
17289,6113,9.51,0.0611,10.34,0.5914,11.65,0.3906,12940,91,11.55,10.25
17290,6113,10.14,0.1958,10.64,0.3401,11.48,0.1689,13112,39,11.55,11.0
17291,6113,10.58,0.2093,11.08,0.1683,11.55,0.3282,14862,28,12.2,10.7
17292,6113,10.59,0.1669,11.16,0.2151,11.7,0.2007,19703,40,11.65,10.4
17293,6113,10.68,0.1129,11.36,0.2258,11.88,0.1714,17178,40,11.3,10.0
17294,6113,10.69,0.0891,11.26,0.268,11.86,0.2727,10798,37,11.0,9.75
17295,6113,10.44,0.3077,10.85,0.2213,11.28,0.1618,6983,34,10.5,9.0
17296,6113,10.04,0.2511,10.49,0.4864,10.89,0.1032,6591,45,10.1,8.66
17297,6113,9.37,0.0408,10.0,0.3985,10.52,0.477,6208,83,9.47,8.81
17298,6113,8.85,0.123,9.62,0.086,10.1,0.4362,4617,115,9.09,8.81
17299,6113,8.87,0.3178,9.35,0.1024,9.83,0.1449,3106,105,9.01,8.5
17300,6113,8.8,0.2733,8.96,0.1932,9.31,0.047,2298,58,8.83,8.42
17301,6113,8.61,0.1518,8.87,0.3205,8.98,0.1624,1607,47,8.59,8.46
17302,6114,28.28,0.3167,28.58,0.2333,29.35,0.1083,120,25,29.6,29.1
17303,6114,28.39,0.2385,29.04,0.0769,29.44,0.1615,130,26,31.7,30.2
17304,6114,29.38,0.1909,30.4,0.2182,31.37,0.1,110,36,31.3,30.3
17305,6114,29.45,0.1288,30.5,0.2121,31.23,0.2121,132,33,30.85,29.7
17306,6114,29.61,0.1181,30.52,0.3472,31.23,0.1944,144,32,30.85,29.8
17307,6114,30.02,0.1273,30.5,0.3091,31.05,0.1364,110,24,30.55,29.85
17308,6114,26.81,0.2857,27.48,0.1224,29.72,0.2347,98,22,27.0,27.0
17309,6114,26.8,0.3068,27.48,0.125,29.63,0.1932,88,18,27.7,28.0
17310,6116,9.36,0.3032,9.5,0.1995,9.74,0.1819,45973,51,9.34,9.15
17311,6116,9.23,0.1245,9.35,0.3218,9.5,0.2011,45597,51,9.35,9.0
17312,6116,9.2,0.2934,9.28,0.188,9.36,0.2378,33980,29,9.14,9.05
17313,6116,9.04,0.2988,9.2,0.2739,9.29,0.1804,40898,36,9.18,9.15
17314,6116,9.04,0.3303,9.13,0.2482,9.24,0.1622,37580,36,9.26,8.93
17315,6116,9.03,0.2408,9.12,0.1642,9.19,0.2078,37090,27,9.23,8.95
17316,6116,8.99,0.1367,9.12,0.2211,9.19,0.2651,36690,33,9.05,8.33
17317,6116,8.96,0.2282,9.01,0.3433,9.18,0.227,46602,33,8.58,8.3
17318,6116,8.48,0.1774,8.99,0.5257,9.14,0.0758,50569,56,8.51,8.53
17319,6116,8.37,0.1525,8.5,0.2124,8.99,0.2428,46798,40,9.03,8.71
17320,6116,8.46,0.2533,8.71,0.1,8.94,0.1997,62229,74,8.95,8.64
17321,6116,8.43,0.103,8.74,0.3288,8.94,0.1847,65690,72,8.72,8.65
17322,6116,8.65,0.1887,8.77,0.3127,8.94,0.1622,63139,50,8.73,8.68
17323,6118,15.73,0.1922,17.39,0.1818,18.8,0.3788,26017,66,19.85,18.1
17324,6118,15.72,0.0725,17.57,0.17,18.89,0.4445,36528,97,19.5,20.0
17325,6118,17.96,0.0913,18.77,0.3931,19.47,0.1968,35527,51,21.45,20.6
17326,6118,18.22,0.1886,19.36,0.2584,21.1,0.1443,32742,80,22.3,21.35
17327,6118,19.15,0.0917,20.9,0.3926,21.55,0.2525,27098,74,23.65,20.65
17328,6118,21.11,0.3233,22.42,0.1392,23.48,0.146,32136,73,22.2,20.55
17329,6118,21.08,0.286,22.29,0.1561,23.4,0.1647,28490,62,21.0,19.5
17330,6118,20.88,0.2793,22.27,0.1651,23.4,0.0809,20306,57,21.25,18.0
17331,6118,19.88,0.0973,20.87,0.3562,21.98,0.1504,10831,31,20.1,17.35
17332,6118,18.29,0.2379,19.57,0.2061,20.8,0.2187,8685,42,19.2,17.0
17333,6118,18.14,0.3486,19.54,0.1763,20.83,0.1063,8826,47,18.45,17.6
17334,6118,17.33,0.1246,18.19,0.4121,19.26,0.0812,8546,42,18.8,17.5
17335,6118,17.24,0.1496,17.89,0.2694,18.45,0.2448,6978,34,18.3,18.2
17336,6120,28.93,0.0909,30.38,0.2151,31.8,0.3463,108042,102,29.15,27.25
17337,6120,28.62,0.2437,30.22,0.1455,31.96,0.3052,72385,102,29.95,27.9
17338,6120,27.89,0.1231,28.79,0.3011,29.76,0.1192,61820,71,29.9,28.25
17339,6120,27.73,0.0877,28.52,0.28,29.32,0.2256,60959,55,29.75,28.3
17340,6120,27.75,0.0738,28.67,0.2309,29.38,0.2588,62321,55,29.2,27.1
17341,6120,28.36,0.1187,28.88,0.2663,29.45,0.136,38440,40,28.75,26.3
17342,6120,27.54,0.1212,28.63,0.329,29.21,0.148,30106,53,27.65,26.5
17343,6120,26.77,0.1127,27.57,0.2213,28.69,0.2574,19123,59,27.7,25.95
17344,6120,26.69,0.2231,27.38,0.3561,28.14,0.0503,18404,50,29.1,28.2
17345,6120,26.72,0.2271,27.34,0.329,28.62,0.1034,31603,64,29.65,28.05
17346,6120,27.11,0.2032,28.47,0.2688,29.07,0.3283,51809,75,29.1,28.4
17347,6120,27.13,0.1279,28.5,0.4317,29.03,0.3827,58096,75,29.25,28.1
17348,6120,28.49,0.1969,28.84,0.3533,29.22,0.1451,47145,33,29.15,28.25
17349,6122,9.48,0.2906,9.58,0.0598,9.69,0.0598,117,21,9.39,9.2
17350,6122,9.26,0.3366,9.48,0.3267,9.62,0.0743,202,34,9.41,9.25
17351,6122,9.24,0.4624,9.32,0.1329,9.45,0.1561,173,29,9.4,9.23
